时间,辐照度,风速,风向,温度,湿度,压强,实际辐照度,实际功率
2018-10-16 09:15:00,-0.3155362465046151,-0.5560165976780875,0.8342830149901648,0.06251648573955243,0.6101116226768061,0.4624017958940744,722.1189999999999,9.13
2018-10-16 09:30:00,-0.2288945420027448,-0.5560165976780875,0.7995941851643782,0.09997362197451082,0.5539895840915142,0.4769921433132768,831.26,10.802
2018-10-16 09:45:00,-0.16763369276796977,-0.5601659751958128,0.7648497655398288,0.13743075715671269,0.4964420785199971,0.49046015657397013,819.798,12.449000000000002
2018-10-16 10:00:00,-0.11010756395970196,-0.5601659751958128,0.7321066236932572,0.17277763135016466,0.4400671340463138,0.5028058356761544,847.998,13.96
2018-10-16 10:15:00,-0.05275292753960571,-0.564315352713538,0.7032548578051152,0.2060142435021102,0.38734782538231805,0.5140291806198298,993.9639999999999,15.332
2018-10-16 10:30:00,0.003782357032644787,-0.564315352713538,0.6801845630543544,0.23450276895574676,0.3408821806120691,0.5218855219684498,1029.43,16.175
2018-10-16 10:45:00,0.05883137525086929,-0.564315352713538,0.6649526090187158,0.25718807721669945,0.30315327227574385,0.5274971938805233,1036.2,17.848
2018-10-16 11:00:00,0.11176532270189965,-0.564315352713538,0.6594490928781511,0.27248746991151435,0.27673613908596634,0.5286195280390322,1067.35,18.074
2018-10-16 11:15:00,0.161898228822922,-0.564315352713538,0.6595046836774143,0.28303877590802035,0.25799813786199954,0.5263748597220143,846.3689999999999,19.71
2018-10-16 11:30:00,0.20860129021089582,-0.5560165976780875,0.6596158662764411,0.29306251613096057,0.24142132866048255,0.5196408525319033,815.7189999999999,21.224
2018-10-16 11:45:00,0.2512075913495132,-0.543568465124912,0.659782639674731,0.3015035611387167,0.22666084159225341,0.5084175087077565,477.043,21.143
2018-10-16 12:00:00,0.28905021874272163,-0.5269709534689486,0.6600605946715472,0.309417040372907,0.2133947972254236,0.49494949432753454,1170.02,11.802999999999999
2018-10-16 12:15:00,0.3214813119207192,-0.5103734433980476,0.660394141468127,0.3168029538335316,0.20125533087020392,0.4781144774717857,678.332,22.660999999999998
2018-10-16 12:30:00,0.34785301243395933,-0.4896265558094215,0.6607832780634696,0.323661302573347,0.1899205641805442,0.4601571264575278,773.638,20.348
2018-10-16 12:45:00,0.3674984047661343,-0.4688796682207952,0.6612280074590762,0.3294645208187875,0.1790686177245559,0.4410774412847611,1499.84,11.046
2018-10-16 13:00:00,0.3797696284474422,-0.44398340152938154,0.6617283266534456,0.33526773906422797,0.16835461944139998,0.4219977549924657,999.563,22.974
2018-10-16 13:15:00,0.38399977200208574,-0.42323651394075523,0.6622286468483153,0.3410709573096684,0.15743369835607618,0.40404040397820795,1366.46,23.358
2018-10-16 13:30:00,0.3773877920798015,-0.40248962635212904,0.6627845568419478,0.3463466097815431,0.14596098349358397,0.3872053871224591,1499.25,21.776
2018-10-16 13:45:00,0.35875229903014993,-0.3858921162812281,0.6633960586353439,0.35109469753260864,0.13363758587930816,0.3726150385837282,1274.28,22.366
2018-10-16 14:00:00,0.329884433890488,-0.36929460621032706,0.6640075604287399,0.3563703510572399,0.12009564408097495,0.3602693606010724,1476.29,17.998
2018-10-16 14:15:00,0.2925562826516667,-0.3526970945543638,0.6649526090187158,0.3621735682499238,0.10441550071746522,0.34904601565739696,470.588,24.703000000000003
2018-10-16 14:30:00,0.24857804341780437,-0.3360995844834629,0.6664535676023242,0.3674492217745551,0.08634424990038739,0.33894500599175903,197.243,16.864
2018-10-16 14:45:00,0.19975991126263642,-0.31950207441256184,0.6684548463808023,0.3732524400199955,0.06661761775180444,0.3277216610480837,504.74199999999996,19.499000000000002
2018-10-16 15:00:00,0.14785491814063548,-0.29875518682393565,0.6707340801560967,0.379055658265436,0.045925346221717206,0.3164983161044082,1395.35,19.581
2018-10-16 15:15:00,0.09469231417204303,-0.2821576767530346,0.673180087329681,0.38485887651087647,0.024980169889076836,0.3063973064387703,1219.54,20.831999999999997
2018-10-16 15:30:00,0.04204418837809285,-0.2655601650970715,0.6757372771022919,0.3896069632091855,0.004517812704269361,0.2962962956536039,1209.3,21.438000000000002
2018-10-16 15:45:00,-0.01740646477281909,-0.24896265502617043,0.6782388750751395,0.394355050960251,-0.014748991839592496,0.286195285987966,644.2090000000001,16.368
2018-10-16 16:00:00,-0.09019540602708044,-0.23651452247299487,0.6805737006501974,0.3985755729377507,-0.032130499620831005,0.2783389446393461,456.51199999999994,18.783
2018-10-16 16:15:00,-0.17342631983228063,-0.22406638991981898,0.6825749784281753,0.4022685301944413,-0.04686799514594828,0.27160493856876367,753.315,17.192999999999998
2018-10-16 16:30:00,-0.26422194871289784,-0.21576763488436856,0.6841871196108104,0.4049063569567569,-0.058294726922216836,0.26711560081519925,945.5060000000001,16.465999999999998
2018-10-16 16:45:00,-0.35968597812664904,-0.2116182573666432,0.6851877590000495,0.4064890532246976,-0.0656749709992506,0.2637485972201437,720.1510000000001,8.179
2018-10-16 17:00:00,-0.45688398545849435,-0.20746887984891804,0.6855768965958924,0.40701661794550686,-0.06829599171226002,0.2626262619421061,224.553,3.734
2018-10-16 17:15:00,-0.5529577652490353,-0.21576763488436856,0.6853545323983393,0.4033236606888163,-0.05709917428127123,0.2648709313786527,272.367,2.354
2018-10-16 17:30:00,-0.644972894883232,-0.23651452247299487,0.6847986214042064,0.3917172241979353,-0.02615273207274922,0.27048260329072615,81.652,1.7590000000000001
2018-10-16 17:45:00,-0.7300521148653071,-0.2655601650970715,0.6839091646139941,0.37430757051437047,0.02058881012900317,0.2794612787978551,41.516000000000005,1.57
2018-10-16 18:00:00,-0.8052800566165998,-0.3029045643416608,0.6827973426257282,0.3521498280269836,0.07917092971136003,0.2895622895830215,163.447,2.924
2018-10-16 18:15:00,-0.8718762208906892,-0.3443983395189133,0.681518748239673,0.32682669405647186,0.14568508606208058,0.3030303028437148,84.07700000000001,1.5959999999999999
2018-10-16 18:30:00,-0.9418260117320579,-0.39004149379895325,0.6801845630543544,0.29886573437640107,0.21613077456815366,0.31762065026291714,33.516,0.545
2018-10-16 18:45:00,-1.0,-0.435684646493931,0.6788503768685357,0.27037720892276446,0.28657646307422674,0.333333332960157,16.435,0.212
2018-10-16 19:00:00,-1.0,-0.48132780077397097,0.6776273732817434,0.2418886834691279,0.35306762896767396,0.34792368149888797,2.002,0.0
2018-10-16 19:15:00,-1.0,-0.5228215759512234,0.6765155522939781,0.21551041900424125,0.4116497485500308,0.3636363630765993,0.0,0.0
2018-10-16 19:30:00,-1.0,-0.5560165976780875,0.6756260945032654,0.19176998130167017,0.4584142822948951,0.3771043774568212,0.0,0.0
2018-10-16 19:45:00,-1.0,-0.5809128627844393,0.6750145927098692,0.17225006557659892,0.4893377318744667,0.3905723907175145,0.0,0.0
2018-10-16 20:00:00,-1.0,-0.5975103728553401,0.6747922285123161,0.1585333680969681,0.500534550391294,0.40067340038315236,0.0,0.0
2018-10-16 20:15:00,-1.0,-0.6016597503730654,0.6752369569074222,0.1479820621004621,0.49802848630800534,0.4107744111683189,0.0,0.0
2018-10-16 20:30:00,-1.0,-0.6099585054085157,0.6764043696949513,0.1384858876510876,0.49094713120558664,0.4208754208339568,0.0,0.0
2018-10-16 20:45:00,-1.0,-0.6182572604439662,0.6782944658744027,0.12951727792252232,0.4800721921206481,0.4320987657776322,0.0,0.0
2018-10-16 21:00:00,-1.0,-0.6224066379616917,0.680740473047987,0.12107623291476624,0.4660704227175938,0.44219977544327005,0.0,0.0
2018-10-16 21:15:00,-1.0,-0.6265560170644788,0.6837979820149673,0.1131627536805759,0.4497005363182448,0.45342312038694543,0.0,0.0
2018-10-16 21:30:00,-1.0,-0.6307053945822043,0.6872446285777907,0.10630440494076049,0.4316522770442788,0.4635241300525833,0.0,0.0
2018-10-16 21:45:00,-1.0,-0.6348547720999296,0.6910804127364572,0.09944605620094508,0.4126843614750321,0.47250280555971225,0.0,0.0
2018-10-16 22:00:00,-1.0,-0.6390041496176548,0.6951385610926765,0.09311527323469541,0.39348653264634414,0.48035914690833226,0.0,0.0
2018-10-16 22:15:00,-1.0,-0.6431535271353801,0.699474664445712,0.08731205498925496,0.3748175049658743,0.4870931540984432,0.0,0.0
2018-10-16 22:30:00,-1.0,-0.6473029046531051,0.7039219503977745,0.0815088367438145,0.35736702255530034,0.49270482601051657,0.0,0.0
2018-10-16 22:45:00,-1.0,-0.6473029046531051,0.708369236349837,0.07623318321918324,0.3418708104508467,0.49607182960557217,0.0,0.0
2018-10-16 23:00:00,-1.0,-0.6473029046531051,0.7128165223018994,0.07095753074730853,0.3290416021456262,0.497194163764081,0.0,0.0
2018-10-16 23:15:00,-1.0,-0.6473029046531051,0.717708536649068,0.06620944299624301,0.3174309391103015,0.49607182960557217,0.0,0.0
2018-10-16 23:30:00,-1.0,-0.6431535271353801,0.7235455985857121,0.06146135524517749,0.30519950766847304,0.4938271601690255,0.0,0.0
2018-10-16 23:45:00,-1.0,-0.6431535271353801,0.7302165275138056,0.05724083326767771,0.29271517033825284,0.49046015657397013,0.0,0.0
2018-10-17 00:00:00,-1.0,-0.6390041496176548,0.7374433674360322,0.05354787601098714,0.2802538245511446,0.4870931540984432,0.0,0.0
2018-10-17 00:15:00,-1.0,-0.564315352713538,0.7034772220026685,0.08098127097024876,0.48066996898404013,0.3939393943125701,0.0,0.0
2018-10-17 00:30:00,-1.0,-0.5518672201603625,0.7078133253557042,0.07412292223043336,0.48899286089946636,0.39281705903453246,0.0,0.0
2018-10-17 00:45:00,-1.0,-0.5352697085043991,0.7119826563109503,0.06726457349061796,0.4975456660743339,0.3916947248760235,0.0,0.0
2018-10-17 01:00:00,-1.0,-0.5228215759512234,0.7159296220681429,0.06040622475080255,0.5059605230763689,0.3905723907175145,0.0,0.0
2018-10-17 01:15:00,-1.0,-0.5103734433980476,0.7195986328285193,0.054075441784552876,0.5138925609305711,0.38945005543947697,0.0,0.0
2018-10-17 01:30:00,-1.0,-0.5020746883625973,0.7229340967923161,0.04774465776554668,0.5210428895764866,0.3872053871224591,0.0,0.0
2018-10-17 01:45:00,-1.0,-0.49377593332714675,0.7258804241607699,0.04194143952010622,0.527089631753904,0.38608305296395007,0.0,0.0
2018-10-17 02:00:00,-1.0,-0.4896265558094215,0.7284376129328806,0.036665787048231493,0.5316649227730336,0.3838383835274035,0.0,0.0
2018-10-17 02:15:00,-1.0,-0.4896265558094215,0.730661255908912,0.030862568802791035,0.5354355141266035,0.38047137993234814,0.0,0.0
2018-10-17 02:30:00,-1.0,-0.49377593332714675,0.7324957612891001,0.025059350557350576,0.5392061065660118,0.3737373738617657,0.0,0.0
2018-10-17 02:45:00,-1.0,-0.49377593332714675,0.7341079024717353,0.019256132311910118,0.5429077232902462,0.36588103251314574,0.0,0.0
2018-10-17 03:00:00,-1.0,-0.49377593332714675,0.7355532702560805,0.013452914066469653,0.5464943844705982,0.35578002284750787,0.0,0.0
2018-10-17 03:15:00,-1.0,-0.49377593332714675,0.7368874564418992,0.007649696873785722,0.5498971133060558,0.3456790120623415,0.0,0.0
2018-10-17 03:30:00,-1.0,-0.49377593332714675,0.7381660508279546,0.0018464786283452633,0.5530469362531218,0.334455667118666,0.0,0.0
2018-10-17 03:45:00,-1.0,-0.49377593332714675,0.7394446452140099,-0.003429174896285983,0.5558748808541376,0.3232323232945192,0.0,0.0
2018-10-17 04:00:00,-1.0,-0.49377593332714675,0.7408344221990919,-0.00764969687378577,0.5583349618512027,0.31313131250935267,0.0,0.0
2018-10-17 04:15:00,-1.0,-0.4979253108448718,0.7423353817832008,-0.011342654130476332,0.5603582057008201,0.30415263700222384,0.0,0.0
2018-10-17 04:30:00,-1.0,-0.4979253108448718,0.7441142953636254,-0.014508045613601167,0.5618986304026046,0.2974186309316414,0.0,0.0
2018-10-17 04:45:00,-1.0,-0.4979253108448718,0.7461711649413668,-0.01609074188154186,0.562841278240997,0.2929292931780769,0.0,0.0
2018-10-17 05:00:00,-1.0,-0.4979253108448718,0.7485615813156878,-0.01714587237591679,0.5631861492159974,0.2906846237415304,0.0,0.0
2018-10-17 05:15:00,-1.0,-0.5020746883625973,0.752175001276801,-0.016618306602351057,0.5621055532047725,0.2918069579000394,0.0,0.0
2018-10-17 05:30:00,-1.0,-0.5020746883625973,0.757511744019076,-0.015563176107976112,0.558955729171868,0.29405162733658596,0.0,0.0
2018-10-17 05:45:00,-1.0,-0.5020746883625973,0.764127081147406,-0.013980479840035434,0.5538976190049054,0.2974186309316414,0.0,0.0
2018-10-17 06:00:00,-1.0,-0.5062240658803225,0.7717430586654754,-0.011870218851285544,0.5470691697908784,0.3030303028437148,0.0,0.0
2018-10-17 06:15:00,-1.0,-0.5062240658803225,0.7798593553779142,-0.009232393141726448,0.5386083297026197,0.30864197475578825,0.0,0.0
2018-10-17 06:30:00,-1.0,-0.5103734433980476,0.7881980152874057,-0.006067000605845085,0.528676039541912,0.3142536477873903,0.0,0.0
2018-10-17 06:45:00,-1.0,-0.5145228209157728,0.7963143119998448,-0.002374044401911038,0.5174102463957494,0.32210998913601024,0.0,0.0
2018-10-17 07:00:00,-1.0,-0.5186721984334981,0.8038191069188875,0.0018464786283452633,0.5049718921517528,0.3288439952065925,0.0,0.0
2018-10-17 07:15:00,-1.0,-0.5228215759512234,0.8103232624486912,0.006594566379410777,0.49147593343964324,0.3355780023967036,0.0,0.0
2018-10-17 07:30:00,-1.0,-0.5269709534689486,0.8154376409934129,0.01134265307771977,0.47710630043263824,0.34231200846728593,1.3019999999999998,0.0
2018-10-17 07:45:00,-0.9542115646822745,-0.5311203309866739,0.8187731049572095,0.016618306602351016,0.4619779508462969,0.34904601565739696,22.171999999999997,0.038
2018-10-17 08:00:00,-0.8794790450489907,-0.5394190876071867,0.8199961085440016,0.02242152484779148,0.4462518243965635,0.3546576875694704,220.25,0.39799999999999996
2018-10-17 08:15:00,-0.7797467629977115,-0.5518672201603625,0.806320704891735,0.03402796028591587,0.42438699068280406,0.36139169475958133,323.238,1.605
2018-10-17 08:30:00,-0.66387515353333,-0.5767634852667138,0.7686299578987317,0.054075441784552876,0.39201508148805675,0.3681257008301637,402.722,3.622
2018-10-17 08:45:00,-0.5407627597334963,-0.6099585054085157,0.7116491095143704,0.08203640146462371,0.35109036711844177,0.3748597080202747,462.531,5.367999999999999
2018-10-17 09:00:00,-0.41927001458284807,-0.6514522821708304,0.6402701730853199,0.11580058044289152,0.3034981432507442,0.3827160493688946,544.899,7.25
2018-10-17 09:15:00,-0.30827640712265675,-0.7012448123835335,0.5592183895604584,0.1537852803459026,0.25119267910524595,0.3905723907175145,764.998,9.005
2018-10-17 09:30:00,-0.21666142639419378,-0.7468879666635733,0.4733857742874551,0.194935372784795,0.19605927144457036,0.397306396788097,798.439,10.655
2018-10-17 09:45:00,-0.1488076522836406,-0.7966804968762764,0.38749756821518866,0.23661303099725317,0.14005219057483764,0.4051627381367169,762.953,12.23
2018-10-17 10:00:00,-0.08365964528069282,-0.8423236511563164,0.3064457846903273,0.2777631234361456,0.08507972263010632,0.4107744111683189,790.84,13.753
2018-10-17 10:15:00,-0.017920941937333786,-0.8838174263335687,0.23506684826127666,0.3168029538335316,0.03305015591611146,0.41638608308039227,832.909,13.716
2018-10-17 10:30:00,0.04753194075907264,-0.9128630705427077,0.1780859998769155,0.3516222633061744,-0.014082240346865005,0.4208754208339568,872.623,13.792
2018-10-17 10:45:00,0.11186059591417466,-0.933609958131334,0.1403952528839121,0.3811659192541859,-0.05443216939619973,0.42312008915097465,921.42,17.547
2018-10-17 11:00:00,0.17416945351435753,-0.9419087131667843,0.12671984923164542,0.4033236606888163,-0.08604536201161078,0.4242424244290123,985.811,18.55
2018-10-17 11:15:00,0.2336201066652695,-0.9294605806136087,0.12755371522259457,0.42178844591951264,-0.11292232389194773,0.4208754208339568,1067.14,19.438
2018-10-17 11:30:00,0.2893169843431682,-0.8962655604718068,0.12988853979715215,0.43972566537664315,-0.13993723394511717,0.4107744111683189,1153.53,20.207
2018-10-17 11:45:00,0.34040262561732343,-0.8464730286740414,0.13333518635997552,0.45766288588653026,-0.16663026348055957,0.39618406262958794,1233.9,20.903000000000002
2018-10-17 12:00:00,0.38600051451049877,-0.7800829868053756,0.1376712907135115,0.4750725395700951,-0.19254158597939225,0.37822671161533017,1299.2,21.429000000000002
2018-10-17 12:15:00,0.4252531890818366,-0.7053941899012586,0.1426188958599433,0.49142706381204165,-0.21718838012210542,0.35578002284750787,1350.89,21.875999999999998
2018-10-17 12:30:00,0.45730318941073417,-0.6224066379616917,0.1478444570036917,0.5067264575596131,-0.2400878278467046,0.33108866464313913,1391.58,22.338
2018-10-17 12:45:00,0.48125494245319395,-0.5352697085043991,0.15301442634767654,0.5204431550392439,-0.2607800993767918,0.3052749722802614,1426.55,22.699
2018-10-17 13:00:00,0.4962700433351194,-0.45228215814989414,0.1579620314941083,0.5320495904773683,-0.27875938402142236,0.2794612787978551,1450.3,22.976999999999997
2018-10-17 13:15:00,0.5014719750691465,-0.37344398372805243,0.16229813484714403,0.542073331753065,-0.2935888446331485,0.2525252522764683,1463.83,23.143
2018-10-17 13:30:00,0.4923638305204406,-0.29875518682393565,0.16580037320973087,0.5494592452136897,-0.3047626716068639,0.22783389407209947,1463.89,23.088
2018-10-17 13:45:00,0.4668305369015523,-0.2406638999907199,0.16807960698502525,0.5536797671911895,-0.3118210351661706,0.20538720530427723,1460.46,22.95
2018-10-17 14:00:00,0.4276159714130989,-0.19502074729574237,0.1689134729759744,0.5552624634591301,-0.3142581246201239,0.1851851848534729,1438.17,22.695
2018-10-17 14:15:00,0.37742590116268604,-0.15767634805115283,0.1674681051916292,0.5547348976855644,-0.312165906141171,0.16610549968070615,1402.35,22.221
2018-10-17 14:30:00,0.3190042013306759,-0.12033195039162559,0.163465547634673,0.5531522024703802,-0.30609617350648044,0.1447811450713929,1356.56,21.663
2018-10-17 14:45:00,0.2550947501278136,-0.08298755114703615,0.15740612049997543,0.5505143757080646,-0.2964397796914377,0.12345679046207955,1309.82,21.127
2018-10-17 15:00:00,0.1883842575949432,-0.049792531005234175,0.1498457347816695,0.5473489842249397,-0.2835186062996083,0.10213243473323763,1254.4,20.496
2018-10-17 15:15:00,0.12163565496906084,-0.016597510863432308,0.14122911887486125,0.5431284622474399,-0.26770051367742764,0.07968574596541536,1202.49,19.829
2018-10-17 15:30:00,0.05755471137802694,0.012448133345706824,0.13211218277318335,0.5378528087228087,-0.249330374971573,0.05948372551461106,1103.39,19.003
2018-10-17 15:45:00,-0.00991796887329863,0.04149377596978343,0.12305083847126898,0.5320495904773683,-0.22875306115704488,0.039281706183335346,1082.26,18.015
2018-10-17 16:00:00,-0.08718476322601641,0.06639004107613489,0.11443422256446076,0.5257188075111185,-0.20635942520922887,0.022446689327586505,1008.98,16.99
2018-10-17 16:15:00,-0.1720543817370357,0.08713693024982339,0.1068738368461548,0.5188604587713032,-0.18249433918896385,0.007856340788855554,935.09,15.911
2018-10-17 16:30:00,-0.26231647941675973,0.09958506280299917,0.10081440971145728,0.511474544257922,-0.15747968144229998,-0.003367004154819872,876.905,14.572000000000001
2018-10-17 16:45:00,-0.35576071127559183,0.10788381783844958,0.09681185215450104,0.5040886307972974,-0.1316833166590264,-0.010101010225402246,821.554,13.173
2018-10-17 17:00:00,-0.4501767323239351,0.1120331953561749,0.09536648437015581,0.4961751515631071,-0.10549609781452876,-0.013468013820457744,759.4860000000001,11.652999999999999
2018-10-17 17:15:00,-0.5433923076652052,0.09958506280299917,0.09625594116036815,0.48456871507222615,-0.0706870991658281,-0.012345679661948772,700.797,9.976
2018-10-17 17:30:00,-0.633178037263299,0.058091286040684365,0.09870194833395245,0.46715906033590476,-0.021117612363059896,-0.011223344383911205,639.22,8.244
2018-10-17 17:45:00,-0.7173235771387474,-0.00414937672519422,0.1024265508940924,0.4450013189012744,0.03980963050080294,-0.008978676066893301,563.001,6.456
2018-10-17 18:00:00,-0.7936566913848385,-0.07883817362931089,0.10715179184297109,0.419150619157197,0.1087148943050916,-0.005611672471837789,464.218,4.585
2018-10-17 18:15:00,-0.8641209593907221,-0.16597510308660335,0.11254412538450903,0.39118965947712614,0.18219544912851005,-0.002244668876782291,349.283,2.9330000000000003
2018-10-17 18:30:00,-0.9398633783065294,-0.25726141006162107,0.11838118832165348,0.3621735682499238,0.2568945492218243,0.002244668876782152,227.732,1.357
2018-10-17 18:45:00,-1.0,-0.34854771703663867,0.12432943285732431,0.3331574780754781,0.329386474206465,0.006734006630346595,57.773999999999994,0.193
2018-10-17 19:00:00,-1.0,-0.43153526897620587,0.13011090499520556,0.3051965173426507,0.3962914846184097,0.012345678542419997,1.494,0.0
2018-10-17 19:15:00,-1.0,-0.5103734433980476,0.13544764773748033,0.2798733844248955,0.4542528357942627,0.017957351574022035,0.0,0.0
2018-10-17 19:30:00,-1.0,-0.5684647302312633,0.1400061152880691,0.25824320771107434,0.49984480735545467,0.023569023486095464,0.0,0.0
2018-10-17 19:45:00,-1.0,-0.6099585054085157,0.14356394444991916,0.24136111769556215,0.5296646693806897,0.029180695398168838,0.0,0.0
2018-10-17 20:00:00,-1.0,-0.6224066379616917,0.14578758642545003,0.23080981275181273,0.5403786676638455,0.034792368429770903,0.0,0.0
2018-10-17 20:15:00,-1.0,-0.6224066379616917,0.14712177261126888,0.2239514640119973,0.5383784153573401,0.041526374500353264,0.0,0.0
2018-10-17 20:30:00,-1.0,-0.6182572604439662,0.14823359359903432,0.21814824576655686,0.5328604764998177,0.04938271584897322,0.0,0.0
2018-10-17 20:45:00,-1.0,-0.614107882926241,0.1491786421890102,0.2128725922419256,0.5245375845843915,0.06060606079264863,0.0,0.0
2018-10-17 21:00:00,-1.0,-0.6099585054085157,0.14995691738069616,0.20865207026442584,0.5140994837327391,0.07182940461679543,0.0,0.0
2018-10-17 21:15:00,-1.0,-0.6016597503730654,0.15067960077261863,0.20495911300773526,0.5022589063521347,0.08417508371897983,0.0,0.0
2018-10-17 21:30:00,-1.0,-0.5933609953376149,0.15129110256601472,0.2012661568038012,0.489705594392579,0.0953984286626553,0.0,0.0
2018-10-17 21:45:00,-1.0,-0.5892116178198894,0.15195819615917427,0.19810076426791984,0.47715228351886185,0.10774410776483967,0.0,0.0
2018-10-17 22:00:00,-1.0,-0.5809128627844393,0.15262528875183357,0.194935372784795,0.46531170613825745,0.11784511743047754,0.0,0.0
2018-10-17 22:15:00,-1.0,-0.5767634852667138,0.153347972143756,0.19124241552810445,0.4548736042007665,0.12794612821564402,0.0,0.0
